1	0.866638
2	1.48291
3	2.08006
4	2.40694
5	3.04069
6	3.33602
7	3.89008
8	4.23786
9	4.59436
10	5.18238
11	5.56631
12	5.98749
13	6.5621
14	6.93608
15	7.44686
16	7.97872
17	8.37449
18	8.90204
19	9.5641
20	9.9192
21	10.6138
22	11.1331
23	11.5174
24	12.0556
25	12.7018
26	13.2048
27	13.9086
28	14.4681
29	14.9622
30	15.4673
31	16.2132
32	16.8031
33	17.2932
34	17.9888
35	18.7967
36	19.2814
37	19.8621
38	20.467
39	21.2218
40	21.742
41	22.5881
42	23.3045
43	23.8986
44	24.5534
45	25.1523
46	25.986
47	26.7929
48	27.3517
49	28.178
50	28.9575
51	29.7602
52	30.4201
53	31.0671
54	31.9249
55	32.788
56	33.4357
57	34.229
58	34.9901
59	35.9421
60	36.6674
61	37.4668
62	38.1232
63	39.0146
64	40.2255
65	40.9542
66	41.6811
67	42.5952
68	43.3612
69	44.3592
70	45.2229
71	46.0994
72	46.8289
73	47.812
74	48.8047
75	49.7337
76	50.5524
77	51.4074
78	52.418
79	53.2568
80	54.331
81	55.2305
82	56.2998
83	57.3057
84	58.0843
85	59.2064
86	60.2911
87	61.1131
88	62.0712
89	63.043
90	64.0847
91	65.1938
92	66.2572
93	67.3221
94	68.2032
95	69.513
96	70.358
97	71.5628
98	72.5671
99	73.612
100	74.7997
101	75.7141
102	76.7611
103	77.8807
104	79.3072
105	80.2736
106	81.3317
107	82.5228
108	83.607
109	84.796
110	86.0531
111	87.0675
112	88.4745
113	89.5638
114	90.7633
115	91.9121
116	92.9227
117	94.2049
118	95.0688
119	96.4535
120	98.095
121	99.2855
122	100.407
123	101.872
124	102.743
125	104.024
126	105.296
127	106.438
128	108.105
129	109.446
130	110.291
131	111.909
132	113.08
133	114.111
134	115.579
135	116.928
136	118.469
137	119.854
138	120.886
139	122.394
140	123.633
141	125.115
142	126.554
143	127.714
144	129.567
145	130.891
146	132.326
147	133.678
148	134.87
149	136.52
150	137.595
151	138.903
152	140.492
153	141.887
154	143.625
155	145.077
156	146.37
157	147.805
158	149.376
159	150.794
160	152.464
161	153.722
162	155.208
163	156.822
164	158.422
165	159.854
166	161.526
167	163.019
168	164.703
169	166.345
170	167.625
171	168.991
172	170.956
173	172.329
174	173.919
175	175.416
176	177.212
177	178.762
178	180.465
179	181.693
180	183.611
181	185.211
182	186.339
183	188.218
184	189.842
185	192.335
186	193.557
187	195.004
188	196.908
189	198.492
190	200.427
191	201.748
192	203.569
193	205.132
194	207.066
195	208.728
196	210.398
