1	1.78028
2	4.88163
3	8.16605
4	12.7568
5	17.6255
6	23.7941
7	30.262
8	37.9833
9	46.1204
10	54.6658
11	63.9298
12	74.0083
13	85.1724
14	96.1489
15	108.004
16	120.934
17	134.017
18	147.8
19	162.771
20	178.341
21	194.368
22	209.884
23	226.614
24	243.785
25	262.017
26	280.795
27	300.635
28	319.761
29	339.586
30	360.744
31	382.749
32	405.327
33	426.817
34	451.254
35	474.883
36	499.294
37	523.642
38	549.234
39	573.398
40	600.943
41	628.55
42	656.563
43	682.441
44	714.49
45	741.576
46	770.877
47	800.405
48	830.641
49	866.982
50	896.776
51	928.369
52	962.868
53	995.474
54	1024.61
55	1062.64
56	1095.14
57	1131.43
58	1167.09
59	1204.6
60	1245.44
61	1279.13
62	1315.53
63	1355.74
64	1396.8
65	1429.89
66	1470.3
67	1515.15
68	1556.44
69	1597.8
70	1636.54
71	1678.12
72	1719.71
73	1759.38
74	1808.29
75	1847.79
76	1902.91
77	1945.97
78	1982.12
79	2034.61
80	2085.23
81	2132.34
82	2183.32
83	2224.74
84	2279.84
85	2324.89
86	2371.28
87	2419.63
88	2479.44
89	2521.9
90	2576.91
91	2629.34
92	2680.04
93	2736.66
94	2787.46
95	2844.03
96	2895.25
97	2954.21
98	3010.1
99	3064.88
100	3119.05
101	3173.65
102	3224.67
103	3284.43
104	3350.36
105	3394.8
106	3469.6
107	3526.57
108	3578.32
109	3636.16
110	3705.82
111	3755.63
112	3820.56
113	3879.85
114	3953.47
115	3993.69
116	3995.27
117	3992.09
118	3990.49
119	3984.79
120	3984.43
121	3981.21
122	3967.89
123	3979.16
124	3971.44
125	3966.58
126	3952.26
127	3955.83
128	3972.35
129	3940.31
130	3964.92
131	3925.84
132	3960.21
133	3901.1
134	3948.02
135	3909.76
136	3911.64
137	3952.62
138	3887.63
139	3880.66
140	3939.13
141	3963.6
142	3832
143	3880.83
144	3924.36
145	3963.33
146	3787.89
147	3835.84
148	3879.53
149	3930.69
150	3957.05
151	3770.7
152	3784.9
153	3825.82
154	3874.92
155	3921.71
156	3969.1
157	3786.53
158	3716.99
159	3756.76
160	3795.23
161	3843.99
162	3888.9
163	3933
164	3957.21
165	3683.1
166	3650.85
167	3687.07
168	3728.96
169	3765.54
170	3810.08
171	3848.64
172	3887.26
173	3927.59
174	3968.88
175	3704.17
176	3536.25
177	3578.66
178	3613.3
179	3648.98
180	3691.32
181	3723.14
182	3764.6
183	3800.6
184	3835.07
185	3876.49
186	3914.26
187	3949.54
188	3953.38
189	3379.78
190	3411.25
191	3450.97
192	3476.36
193	3511.67
194	3544.76
195	3577.21
196	3611.25
197	3643.58
198	3675.07
199	3712.31
200	3742.98
201	3779.38
202	3809.76
203	3847.27
204	3878.93
205	3911.14
206	3946.34
207	3941.63
208	3250.67
209	3193.32
210	3220.16
211	3247.32
212	3275.3
213	3304.07
214	3331.43
215	3359.15
216	3387.1
217	3415.08
218	3442.05
219	3469.91
220	3502.98
221	3529.35
222	3556.56
223	3587.03
224	3617.41
225	3644.83
226	3676.17
227	3703.72
228	3733.62
229	3761.05
230	3797.3
231	3820.26
232	3848.67
233	3881.33
234	3914.3
235	3941.01
236	3970.33
237	3164.16
238	2827.29
239	2848.99
240	2869.92
241	2891.32
242	2914.02
243	2934.51
244	2955.83
245	2977.88
246	2999.26
247	3021.97
248	3043.67
249	3065.35
250	3087.92
251	3111.11
252	3134.27
253	3156.67
254	3177.45
